id_transacao,data_venda,cliente_id,nome_cliente,idade_cliente,genero_cliente,cidade_cliente,estado_cliente,renda_estimada,produto_id,nome_produto,categoria,marca,preco_unitario,quantidade,subtotal,desconto_percent,desconto_valor,valor_final,regiao,canal_venda,custo_produto,margem_lucro,vendedor_id,comissao_vendedor,mes,trimestre,dia_semana,periodo_dia,status_entrega,avaliacao_produto,tempo_entrega_dias,forma_pagamento,parcelas
TXN00007070,2024-08-30,CLI000162,Ana Costa,47,M,Belo Horizonte,RJ,12374,PRD018,Película Protetora,Audio,Sony,1080.08,5,5400.4,3,162.01,5238.39,Centro-Oeste,Marketplace,388.77,0.56,VEN012,360.72,9,3,Domingo,Manhã,Entregue,2.8,10,PIX,10
TXN00007071,2023-08-16,CLI001355,Simone Dias,30,M,Manaus,RS,16289,PRD060,Smartphone Xiaomi,Notebooks,Amazon,1807.92,3,5423.76,15,813.56,4610.2,Norte,Telefone,693.52,0.32,VEN030,470.86,9,1,Sábado,Tarde,Processando,2.6,1,Cartão Crédito,5
TXN00007072,2023-04-01,CLI000009,Marcos Ribeiro,45,F,Teresina,SC,15776,PRD048,Suporte Celular,Audio,Sony,4716.82,1,4716.82,5,235.84,4480.98,Sudeste,Online,2870.19,0.35,VEN041,352.48,12,4,Terça,Tarde,Em Trânsito,2.4,3,Cartão Crédito,1
TXN00007073,2023-05-30,CLI001104,Beatriz Araújo,42,F,São Paulo,MG,15962,PRD049,Cabo USB-C,Notebooks,Logitech,4933.45,1,4933.45,8,394.68,4538.77,Nordeste,Loja Física,3429.74,0.38,VEN013,306.67,10,1,Sexta,Manhã,Em Trânsito,2.6,11,Cartão Crédito,1
TXN00007074,2023-02-09,CLI000479,Roberto Lima,38,F,Belém,PE,7488,PRD007,Película Protetora,Wearables,Garmin,6014.73,3,18044.19,2,360.88,17683.31,Nordeste,App Mobile,3851.69,0.36,VEN009,322,4,3,Quinta,Manhã,Em Trânsito,3.1,8,PIX,8
TXN00007075,2023-08-10,CLI000310,Ana Costa,44,F,Campo Grande,MG,15509,PRD080,PlayStation 5,Smartphones,Xiaomi,6046.15,2,12092.3,8,967.38,11124.92,Norte,Online,2887.36,0.32,VEN050,328.75,8,3,Quarta,Manhã,Entregue,2.5,1,Cartão Débito,9
TXN00007076,2023-09-09,CLI001923,Carla Mendes,43,F,Campo Grande,SC,16953,PRD057,Echo Dot,Periféricos,Nintendo,5723.59,5,28617.95,10,2861.8,25756.16,Sudeste,App Mobile,2977.7,0.4,VEN036,319.74,3,3,Sábado,Manhã,Processando,3.3,4,Cartão Crédito,10
TXN00007077,2024-07-19,CLI001963,Simone Dias,28,F,Fortaleza,MG,10673,PRD081,Teclado Mecânico,Wearables,Sony,242.63,1,242.63,21,50.95,191.68,Nordeste,Loja Física,121.87,0.49,VEN045,394.58,12,4,Terça,Tarde,Entregue,4,9,Boleto,12
TXN00007078,2023-02-08,CLI000592,Lucia Ferreira,51,M,João Pessoa,PR,10632,PRD098,AirPods Pro,Periféricos,Samsung,2777.63,4,11110.52,0,0,11110.52,Sudeste,App Mobile,1797.53,0.44,VEN042,381.18,9,1,Sexta,Noite,Processando,3.1,12,Cartão Crédito,3
TXN00007079,2023-11-10,CLI000478,Roberto Lima,56,F,Curitiba,RS,15195,PRD019,Apple Watch,Armazenamento,Dell,4613.84,4,18455.36,11,2030.09,16425.27,Sul,Online,1882.86,0.54,VEN031,95.44,1,4,Quinta,Manhã,Entregue,4.3,11,PIX,8
TXN00007080,2024-02-02,CLI000179,João Silva,28,M,Belém,GO,14318,PRD022,Apple Watch,Audio,JBL,1127.8,4,4511.2,3,135.34,4375.86,Centro-Oeste,Marketplace,537.11,0.17,VEN023,69.7,7,2,Sábado,Manhã,Em Trânsito,2.1,9,Boleto,11
TXN00007081,2023-02-18,CLI000055,João Silva,68,F,Belém,BA,10672,PRD070,Mouse Logitech,Gaming,Apple,5524.52,3,16573.56,11,1823.09,14750.47,Sul,Telefone,2204.73,0.47,VEN039,469.28,7,2,Terça,Noite,Em Trânsito,4.4,7,Boleto,9
TXN00007082,2024-07-29,CLI001276,Maria Santos,36,F,Campo Grande,MG,15673,PRD061,Fone JBL,Wearables,Amazon,675.43,2,1350.86,7,94.56,1256.3,Norte,Telefone,269.68,0.25,VEN042,125.62,12,4,Terça,Manhã,Em Trânsito,2.3,4,PIX,2
TXN00007083,2023-07-24,CLI000394,Antonio Pereira,56,M,Recife,CE,8729,PRD021,Samsung Galaxy S24,Periféricos,Sony,3288.33,1,3288.33,24,789.2,2499.13,Norte,App Mobile,988,0.29,VEN048,309.57,10,3,Quinta,Tarde,Processando,2.3,3,PIX,1
TXN00007084,2023-08-26,CLI001654,Roberto Lima,69,M,Manaus,PE,15887,PRD038,Cabo USB-C,Armazenamento,Amazon,6576.38,5,32881.9,8,2630.55,30251.35,Norte,App Mobile,2028.47,0.39,VEN022,476.74,4,4,Segunda,Tarde,Em Trânsito,2.2,6,Cartão Débito,2
TXN00007085,2023-10-24,CLI000810,Juliana Barbosa,62,F,Aracaju,SC,16027,PRD008,Fitbit Charge,Monitores,Nintendo,7985.88,5,39929.4,18,7187.29,32742.11,Norte,Loja Física,2487.42,0.31,VEN022,304.17,10,3,Terça,Manhã,Processando,2.6,5,Boleto,12
TXN00007086,2024-01-22,CLI001506,Marcos Ribeiro,68,F,Florianópolis,SP,14575,PRD007,Smartphone Xiaomi,Notebooks,Nintendo,6823.58,5,34117.9,7,2388.25,31729.65,Sudeste,App Mobile,2466.8,0.5,VEN017,242.42,8,4,Terça,Manhã,Entregue,4.2,4,PIX,7
TXN00007087,2023-02-28,CLI001325,Antonio Pereira,50,M,Vitória,RS,12093,PRD023,Chromecast,Audio,JBL,410.32,3,1230.96,18,221.57,1009.39,Nordeste,Online,140.79,0.58,VEN022,341.54,11,2,Segunda,Manhã,Entregue,4,7,Cartão Débito,4
TXN00007088,2023-02-04,CLI000802,Lucia Ferreira,33,F,Fortaleza,MG,7054,PRD003,Samsung Galaxy S24,Wearables,Garmin,5441.15,5,27205.75,17,4624.98,22580.77,Centro-Oeste,Loja Física,2086.98,0.16,VEN046,281.75,2,4,Terça,Noite,Entregue,2.7,6,PIX,2
TXN00007089,2024-06-13,CLI000457,Mariana Cardoso,29,F,Belém,GO,3471,PRD014,Teclado Mecânico,Armazenamento,Fitbit,1880.53,3,5641.59,3,169.25,5472.34,Nordeste,Telefone,1177.5,0.42,VEN044,163.23,9,4,Sexta,Manhã,Em Trânsito,1.6,14,Cartão Crédito,6
TXN00007090,2023-06-16,CLI001985,Antonio Pereira,66,M,Belo Horizonte,RJ,6405,PRD055,Tablet Samsung,Tablets,Logitech,3289.45,1,3289.45,14,460.52,2828.93,Sudeste,App Mobile,1022.6,0.55,VEN018,225.75,9,2,Segunda,Tarde,Processando,3.4,6,Cartão Débito,8
TXN00007091,2024-02-04,CLI001174,Ana Costa,68,F,Aracaju,PE,9738,PRD036,Monitor 4K,Periféricos,Samsung,437.67,1,437.67,19,83.16,354.51,Norte,App Mobile,300.18,0.39,VEN025,236.42,8,2,Sexta,Tarde,Em Trânsito,3,8,PIX,9
TXN00007092,2023-07-01,CLI000985,Rodrigo Castro,65,M,Teresina,PE,2725,PRD074,SSD 1TB,Armazenamento,Xiaomi,3070.68,4,12282.72,9,1105.44,11177.28,Nordeste,Loja Física,1291.62,0.56,VEN007,348.21,2,2,Sábado,Tarde,Em Trânsito,3.5,1,Cartão Débito,9
TXN00007093,2023-12-26,CLI000342,Antonio Pereira,46,M,São Paulo,PE,8679,PRD043,AirPods Pro,Monitores,Xiaomi,5850.2,1,5850.2,18,1053.04,4797.16,Nordeste,App Mobile,2942.08,0.18,VEN011,226.91,10,4,Sábado,Tarde,Em Trânsito,2.6,15,Cartão Crédito,9
TXN00007094,2023-10-21,CLI001224,Carla Mendes,20,F,Curitiba,SP,8380,PRD052,Película Protetora,Notebooks,Fitbit,1129.53,2,2259.06,10,225.91,2033.15,Sul,Telefone,714.47,0.48,VEN021,416.39,9,3,Terça,Noite,Em Trânsito,1.8,8,Cartão Crédito,1
TXN00007095,2023-02-27,CLI000570,Beatriz Araújo,69,M,Brasília,BA,2166,PRD016,Nintendo Switch,Audio,Logitech,6261.1,4,25044.4,24,6010.66,19033.74,Centro-Oeste,Online,4110.35,0.53,VEN011,309.54,4,4,Quarta,Noite,Entregue,2.6,6,Cartão Crédito,11
TXN00007096,2023-11-06,CLI000461,Carla Mendes,61,F,Maceió,CE,4059,PRD052,Kindle Paperwhite,Smartphones,Logitech,5587.85,4,22351.4,29,6481.91,15869.49,Nordeste,Marketplace,2210.4,0.52,VEN008,309.88,11,1,Terça,Tarde,Entregue,3.5,4,Boleto,3
TXN00007097,2024-08-21,CLI001853,João Silva,60,M,Brasília,MG,17124,PRD058,Capa iPhone,Tablets,Amazon,6466.56,1,6466.56,6,387.99,6078.57,Sudeste,Marketplace,3770.52,0.45,VEN040,449.82,2,1,Sexta,Tarde,Em Trânsito,4.3,11,Boleto,7
TXN00007098,2024-11-07,CLI001007,Mariana Cardoso,49,F,Belo Horizonte,PR,5038,PRD021,MacBook Air,Periféricos,Amazon,5366.52,3,16099.56,4,643.98,15455.58,Sul,App Mobile,2038.03,0.53,VEN048,416.19,3,3,Sexta,Noite,Entregue,1.7,15,Cartão Débito,1
TXN00007099,2023-09-24,CLI001593,Marcos Ribeiro,42,F,João Pessoa,CE,8079,PRD045,Película Protetora,Gaming,Samsung,4845.79,1,4845.79,18,872.24,3973.55,Centro-Oeste,Loja Física,3250.96,0.26,VEN003,362.88,6,2,Sexta,Manhã,Em Trânsito,3.7,6,Boleto,12
TXN00007100,2023-09-15,CLI000326,Felipe Nascimento,56,F,Maceió,MG,2137,PRD054,iPhone 15,Acessórios,Samsung,1766.22,3,5298.66,10,529.87,4768.79,Sul,Marketplace,930.4,0.26,VEN009,57,7,2,Quarta,Tarde,Entregue,3.1,3,Cartão Débito,6
TXN00007101,2024-09-21,CLI001697,Marcos Ribeiro,46,M,Aracaju,SP,14808,PRD013,Mouse Logitech,Audio,JBL,4108.03,5,20540.15,24,4929.64,15610.51,Centro-Oeste,Online,1885.44,0.57,VEN042,457.05,5,1,Quinta,Noite,Processando,2.6,2,Boleto,10
TXN00007102,2023-12-30,CLI000420,Roberto Lima,18,M,Aracaju,BA,15847,PRD076,Kindle Paperwhite,Monitores,Microsoft,1741.69,3,5225.07,7,365.75,4859.32,Sudeste,Online,1113.44,0.2,VEN048,253.65,6,1,Quarta,Tarde,Entregue,1.6,2,Cartão Crédito,11
TXN00007103,2024-03-07,CLI001661,Carla Mendes,52,F,Campo Grande,MG,19486,PRD088,Fone JBL,Periféricos,Xiaomi,5103.49,2,10206.98,25,2551.74,7655.23,Norte,Loja Física,1931.76,0.25,VEN033,300.11,3,1,Domingo,Noite,Processando,4.7,7,Cartão Débito,4
TXN00007104,2023-03-13,CLI000292,Pedro Oliveira,47,M,Maceió,SC,10321,PRD029,Sony WH-1000XM5,Tablets,Apple,1589.3,1,1589.3,23,365.54,1223.76,Sudeste,Online,958.15,0.28,VEN008,397.28,7,3,Quinta,Noite,Entregue,3.4,8,Boleto,6
TXN00007105,2024-05-24,CLI000528,Juliana Barbosa,61,F,Brasília,SC,12958,PRD048,PlayStation 5,Gaming,Sony,1623.89,3,4871.67,5,243.58,4628.09,Norte,Telefone,1133.13,0.46,VEN027,435.54,10,2,Domingo,Manhã,Entregue,4.4,9,Cartão Débito,4
TXN00007106,2023-12-20,CLI000702,Patricia Alves,49,M,Fortaleza,CE,8464,PRD066,Monitor 4K,Armazenamento,Logitech,3060.22,3,9180.66,4,367.23,8813.43,Sudeste,Loja Física,1997.35,0.41,VEN012,386.31,7,3,Sexta,Tarde,Entregue,2.8,10,Cartão Débito,1
TXN00007107,2023-07-23,CLI001776,Beatriz Araújo,60,F,São Paulo,BA,19376,PRD037,Apple Watch,Gaming,Garmin,2508.12,3,7524.36,2,150.49,7373.87,Norte,Loja Física,1257.12,0.29,VEN007,426.57,6,1,Domingo,Tarde,Entregue,1.7,2,PIX,11
TXN00007108,2023-04-09,CLI001607,Carla Mendes,35,F,Porto Alegre,RS,2439,PRD030,Capa iPhone,Monitores,Sony,1717.15,3,5151.45,25,1287.86,3863.59,Sul,Online,991.49,0.35,VEN028,225.62,3,1,Sexta,Manhã,Em Trânsito,4.7,15,Cartão Crédito,11
TXN00007109,2023-06-12,CLI001213,Maria Santos,27,F,Fortaleza,MG,9851,PRD062,Nintendo Switch,Periféricos,JBL,5556.5,5,27782.5,6,1666.95,26115.55,Norte,App Mobile,3088.69,0.49,VEN043,95.16,4,1,Sexta,Noite,Em Trânsito,2.5,12,PIX,6
TXN00007110,2023-03-08,CLI000932,Marcos Ribeiro,20,M,Brasília,SP,4496,PRD057,iPhone 15,Periféricos,JBL,5683.93,4,22735.72,23,5229.22,17506.5,Sul,Marketplace,2904.99,0.5,VEN026,489.22,3,2,Terça,Manhã,Em Trânsito,1.5,10,Boleto,1
TXN00007111,2023-10-13,CLI001333,João Silva,33,F,Maceió,RS,2414,PRD027,Tablet Samsung,Notebooks,Logitech,4695.82,2,9391.64,2,187.83,9203.81,Norte,Marketplace,1729.71,0.38,VEN007,473.39,9,3,Sexta,Noite,Processando,4.7,14,Boleto,10
TXN00007112,2023-10-17,CLI000419,Simone Dias,40,M,Belém,SC,10228,PRD019,Kindle Paperwhite,Acessórios,Garmin,343.1,2,686.2,19,130.38,555.82,Nordeste,Online,190.13,0.39,VEN041,459.66,7,4,Sexta,Noite,Em Trânsito,1.1,10,Boleto,2
TXN00007113,2024-10-13,CLI001838,Carlos Souza,54,F,Aracaju,CE,5275,PRD034,Webcam HD,Tablets,Logitech,7911.56,2,15823.12,27,4272.24,11550.88,Norte,Telefone,4990.52,0.51,VEN006,354.48,12,4,Segunda,Manhã,Processando,2.9,2,Cartão Débito,1
TXN00007114,2024-08-18,CLI000347,Carla Mendes,68,F,Goiânia,RJ,15531,PRD087,Smartphone Xiaomi,Monitores,Xiaomi,207.17,5,1035.85,21,217.53,818.32,Sul,Loja Física,107.45,0.56,VEN029,308.88,4,4,Sexta,Noite,Processando,2.5,4,PIX,2
TXN00007115,2023-06-10,CLI001075,Antonio Pereira,23,M,Vitória,BA,9944,PRD048,Teclado Mecânico,Armazenamento,Apple,1496,2,2992,29,867.68,2124.32,Centro-Oeste,Loja Física,617.46,0.52,VEN012,92.12,6,2,Quarta,Tarde,Processando,3.9,13,Cartão Débito,6
TXN00007116,2023-07-28,CLI000260,Mariana Cardoso,39,F,Aracaju,RJ,9286,PRD054,iPad Pro,Armazenamento,Fitbit,6165.01,4,24660.04,30,7398.01,17262.03,Centro-Oeste,Marketplace,2771.96,0.18,VEN028,200.62,8,3,Quarta,Noite,Entregue,4.4,5,Boleto,1
TXN00007117,2024-11-06,CLI000544,Fernanda Rocha,59,M,Florianópolis,MG,7417,PRD034,Tablet Samsung,Acessórios,Logitech,7129.94,1,7129.94,25,1782.48,5347.45,Nordeste,Telefone,3112.01,0.45,VEN005,286.29,6,3,Quarta,Manhã,Entregue,4.5,14,PIX,8
TXN00007118,2024-12-25,CLI001234,Eduardo Gomes,36,M,Belém,MG,18988,PRD060,Monitor 4K,Notebooks,JBL,4523.86,1,4523.86,26,1176.2,3347.66,Sul,Online,3118.15,0.19,VEN009,325.25,4,4,Quarta,Tarde,Entregue,1.3,10,Boleto,6
TXN00007119,2024-12-15,CLI000749,Lucia Ferreira,56,M,Curitiba,SC,7906,PRD053,iPad Pro,Armazenamento,Fitbit,317.27,2,634.54,1,6.35,628.19,Sul,App Mobile,109.39,0.43,VEN042,418.56,7,2,Sábado,Tarde,Em Trânsito,4.5,4,Cartão Débito,2
TXN00007120,2024-08-11,CLI001119,Carlos Souza,29,M,Natal,PE,10136,PRD019,Smartphone Xiaomi,Audio,Amazon,1931.1,5,9655.5,25,2413.88,7241.63,Norte,Loja Física,1249.58,0.34,VEN032,147.24,9,4,Quarta,Noite,Entregue,4.2,14,Cartão Débito,1
TXN00007121,2024-09-29,CLI000973,Marcos Ribeiro,47,M,Aracaju,PR,3270,PRD027,AirPods Pro,Smartphones,Amazon,2400.39,4,9601.56,2,192.03,9409.53,Sul,Loja Física,1497.54,0.43,VEN016,180.42,9,3,Quarta,Manhã,Em Trânsito,1.7,6,Boleto,12
TXN00007122,2024-04-22,CLI000845,Beatriz Araújo,49,M,Manaus,PE,6069,PRD058,Suporte Celular,Notebooks,JBL,3271.79,2,6543.58,3,196.31,6347.27,Norte,App Mobile,987.26,0.17,VEN023,446.47,3,2,Domingo,Noite,Entregue,2.1,5,Boleto,12
TXN00007123,2023-08-22,CLI000169,Ricardo Martins,28,M,Vitória,GO,2373,PRD024,Cabo USB-C,Tablets,Apple,3561.38,2,7122.76,9,641.05,6481.71,Sudeste,Telefone,1686.58,0.47,VEN022,142.12,4,2,Sábado,Manhã,Em Trânsito,2.1,7,PIX,12
TXN00007124,2024-04-28,CLI001955,Marcos Ribeiro,62,M,Aracaju,PE,14318,PRD066,Fitbit Charge,Audio,Apple,1606.73,5,8033.65,20,1606.73,6426.92,Nordeste,Loja Física,547.48,0.26,VEN030,342.66,11,3,Terça,Noite,Em Trânsito,2.6,10,Boleto,1
TXN00007125,2024-09-28,CLI000198,Antonio Pereira,57,F,Vitória,RS,10477,PRD063,Chromecast,Monitores,Microsoft,5792.96,2,11585.92,14,1622.03,9963.89,Nordeste,Online,4006.3,0.31,VEN006,203.04,7,1,Terça,Manhã,Processando,3.9,8,Cartão Crédito,8
TXN00007126,2024-09-09,CLI000892,Lucia Ferreira,46,M,São Paulo,BA,13800,PRD057,Sony WH-1000XM5,Periféricos,Garmin,3602.87,3,10808.61,7,756.6,10052.01,Nordeste,App Mobile,1366.82,0.39,VEN009,451.9,6,4,Segunda,Manhã,Processando,4,4,Boleto,5
TXN00007127,2024-11-15,CLI000835,Beatriz Araújo,62,F,Vitória,PR,6957,PRD019,Fitbit Charge,Armazenamento,Logitech,3576.63,2,7153.26,27,1931.38,5221.88,Centro-Oeste,Online,2494.34,0.54,VEN040,313.36,9,3,Sexta,Noite,Entregue,3.2,6,Cartão Crédito,8
TXN00007128,2023-08-04,CLI000906,Antonio Pereira,37,F,Manaus,RS,5866,PRD017,Samsung Galaxy S24,Monitores,Nintendo,2144.81,3,6434.43,28,1801.64,4632.79,Centro-Oeste,App Mobile,988.29,0.17,VEN009,208.57,7,3,Domingo,Tarde,Processando,1.5,12,Cartão Crédito,2
TXN00007129,2023-10-06,CLI001938,Lucia Ferreira,54,F,Belo Horizonte,GO,11283,PRD070,Kindle Paperwhite,Acessórios,Nintendo,2502.7,2,5005.4,1,50.05,4955.35,Norte,Online,1068.78,0.42,VEN040,349.87,3,3,Quarta,Tarde,Entregue,1.2,12,PIX,7
TXN00007130,2023-05-14,CLI000741,Rodrigo Castro,64,M,Belém,PR,15170,PRD028,Tablet Samsung,Notebooks,Xiaomi,7191.51,2,14383.02,20,2876.6,11506.42,Centro-Oeste,Online,2971.75,0.21,VEN041,64.19,3,4,Sexta,Tarde,Em Trânsito,3.3,7,Cartão Débito,5
TXN00007131,2024-05-21,CLI000520,João Silva,70,M,João Pessoa,SP,14820,PRD096,Mouse Logitech,Armazenamento,Nintendo,5802.78,1,5802.78,20,1160.56,4642.22,Sudeste,Telefone,2735.95,0.59,VEN037,322.34,8,2,Quarta,Tarde,Em Trânsito,3.4,15,Boleto,3
TXN00007132,2023-02-02,CLI000982,Fernanda Rocha,32,M,Belo Horizonte,CE,7772,PRD095,MacBook Air,Gaming,Nintendo,7945.31,5,39726.55,23,9137.11,30589.44,Nordeste,Telefone,2481.93,0.37,VEN015,155.43,10,2,Quinta,Tarde,Entregue,1.1,10,Cartão Débito,6
TXN00007133,2024-04-08,CLI001360,Felipe Nascimento,43,M,Vitória,MG,17771,PRD084,Dell XPS 13,Gaming,Apple,6088.34,3,18265.02,14,2557.1,15707.92,Norte,Online,2150.79,0.6,VEN041,207.38,1,1,Terça,Noite,Processando,2.6,4,Boleto,4
TXN00007134,2024-05-21,CLI000321,Carlos Souza,34,F,Curitiba,SP,16690,PRD067,Kindle Paperwhite,Smartphones,Amazon,1984.49,3,5953.47,26,1547.9,4405.57,Centro-Oeste,Online,1061.62,0.32,VEN020,245.04,10,2,Terça,Tarde,Em Trânsito,4.4,3,Boleto,12
TXN00007135,2024-08-17,CLI000925,Lucia Ferreira,68,F,Maceió,SP,9768,PRD013,Xbox Series X,Wearables,Logitech,978.47,5,4892.35,10,489.24,4403.12,Nordeste,App Mobile,634.73,0.2,VEN046,232.22,2,4,Domingo,Tarde,Entregue,1.7,4,Cartão Débito,6
TXN00007136,2024-12-07,CLI000727,Rodrigo Castro,55,F,Natal,RJ,16936,PRD071,Teclado Mecânico,Notebooks,Samsung,6038.9,1,6038.9,10,603.89,5435.01,Sul,App Mobile,2982.06,0.22,VEN005,194.69,11,4,Segunda,Manhã,Em Trânsito,2.2,8,Cartão Crédito,1
TXN00007137,2024-05-24,CLI000293,Lucia Ferreira,26,F,São Paulo,SP,7555,PRD044,iPhone 15,Armazenamento,Nintendo,2065.15,5,10325.75,27,2787.95,7537.8,Nordeste,App Mobile,831.08,0.47,VEN031,404.22,12,3,Terça,Manhã,Entregue,1.8,13,Cartão Crédito,8
TXN00007138,2023-10-15,CLI001401,Marcos Ribeiro,27,F,Belém,BA,11595,PRD020,iPhone 15,Acessórios,Amazon,1376.73,3,4130.19,14,578.23,3551.96,Sul,Marketplace,726.4,0.57,VEN050,465.55,11,2,Sexta,Manhã,Em Trânsito,3.5,5,PIX,4
TXN00007139,2024-10-23,CLI000815,Carla Mendes,58,F,Manaus,CE,11062,PRD090,Samsung Galaxy S24,Audio,Amazon,7883.6,5,39418,9,3547.62,35870.38,Nordeste,Marketplace,3877.17,0.33,VEN036,412.08,11,3,Domingo,Tarde,Entregue,3.1,7,Cartão Crédito,4
TXN00007140,2024-12-25,CLI001397,Rodrigo Castro,40,F,Teresina,PE,8842,PRD079,PlayStation 5,Periféricos,Apple,7056.31,5,35281.55,12,4233.79,31047.76,Sudeste,Telefone,4099.83,0.24,VEN028,115.11,10,1,Terça,Tarde,Entregue,4.2,11,Boleto,10
TXN00007141,2023-09-05,CLI000059,Patricia Alves,29,M,São Paulo,SC,11106,PRD099,Suporte Celular,Acessórios,Garmin,7194.58,3,21583.74,6,1295.02,20288.72,Centro-Oeste,Loja Física,2734.23,0.49,VEN006,465.1,3,4,Quinta,Noite,Entregue,4.6,12,Cartão Débito,2
TXN00007142,2023-06-05,CLI000964,Pedro Oliveira,20,F,Vitória,RS,16278,PRD099,Echo Dot,Tablets,Fitbit,4752.12,4,19008.48,26,4942.2,14066.28,Nordeste,Telefone,1679.56,0.37,VEN028,298.94,11,1,Terça,Tarde,Entregue,3.4,5,Cartão Crédito,11
TXN00007143,2024-03-10,CLI000972,Patricia Alves,49,M,Rio de Janeiro,SC,10035,PRD093,Cabo USB-C,Wearables,Logitech,7530.58,5,37652.9,18,6777.52,30875.38,Nordeste,Online,5178.02,0.54,VEN001,101.27,5,3,Segunda,Manhã,Processando,3.2,7,Cartão Débito,11
TXN00007144,2023-04-17,CLI000237,Roberto Lima,50,F,Campo Grande,GO,13107,PRD010,SSD 1TB,Wearables,Fitbit,442.99,3,1328.97,11,146.19,1182.78,Norte,App Mobile,289.88,0.28,VEN006,63.66,8,2,Quinta,Tarde,Processando,3.4,11,Cartão Débito,12
TXN00007145,2023-02-09,CLI001945,Fernanda Rocha,67,F,Rio de Janeiro,MG,19864,PRD042,SSD 1TB,Monitores,Microsoft,902.36,5,4511.8,9,406.06,4105.74,Sudeste,Loja Física,281.17,0.25,VEN011,381.64,4,1,Segunda,Tarde,Em Trânsito,3.5,4,Cartão Débito,5
TXN00007146,2024-07-30,CLI000569,Patricia Alves,48,F,Rio de Janeiro,BA,12901,PRD057,Echo Dot,Acessórios,Apple,687.53,2,1375.06,22,302.51,1072.55,Centro-Oeste,Loja Física,443.04,0.49,VEN034,75.61,10,1,Sexta,Noite,Entregue,2.9,9,Cartão Débito,12
TXN00007147,2023-10-19,CLI001466,Lucia Ferreira,40,F,Vitória,RJ,8341,PRD029,Xbox Series X,Tablets,Xiaomi,6739.24,4,26956.96,16,4313.11,22643.85,Sudeste,Marketplace,4247.92,0.59,VEN021,492.78,3,2,Segunda,Noite,Processando,1.2,4,Boleto,2
TXN00007148,2024-05-29,CLI001673,Beatriz Araújo,62,F,Brasília,BA,14285,PRD026,Chromecast,Tablets,Microsoft,5344.04,3,16032.12,16,2565.14,13466.98,Sul,Marketplace,2451.39,0.54,VEN044,406.55,2,1,Terça,Manhã,Em Trânsito,2.5,1,Cartão Débito,9
TXN00007149,2024-12-24,CLI000026,Pedro Oliveira,65,F,Belém,BA,5847,PRD001,Fone JBL,Tablets,Nintendo,3953.29,3,11859.87,22,2609.17,9250.7,Centro-Oeste,App Mobile,2049.84,0.18,VEN009,239.17,6,2,Terça,Manhã,Entregue,1.7,5,Boleto,3
TXN00007150,2024-07-22,CLI001013,Roberto Lima,43,M,Florianópolis,RJ,15843,PRD078,SSD 1TB,Wearables,Microsoft,4362.3,5,21811.5,25,5452.88,16358.63,Sul,Online,2582.41,0.21,VEN042,144.93,8,3,Quarta,Noite,Entregue,3.7,8,Cartão Crédito,11
TXN00007151,2023-09-15,CLI001598,Beatriz Araújo,54,M,João Pessoa,RJ,12008,PRD073,iPhone 15,Gaming,Fitbit,7797.18,5,38985.9,20,7797.18,31188.72,Sudeste,Online,2923.73,0.22,VEN013,61.46,9,2,Domingo,Manhã,Entregue,3,14,Boleto,9
TXN00007152,2024-03-16,CLI001619,Carlos Souza,52,M,Maceió,PR,9498,PRD040,Fitbit Charge,Monitores,Amazon,5947.09,4,23788.36,25,5947.09,17841.27,Sul,Marketplace,1899.38,0.47,VEN021,274.85,2,4,Terça,Manhã,Em Trânsito,4.8,14,Cartão Débito,9
TXN00007153,2024-08-25,CLI001150,Marcos Ribeiro,43,F,Vitória,PR,16909,PRD008,Tablet Samsung,Monitores,Samsung,1018.01,5,5090.05,9,458.1,4631.95,Centro-Oeste,App Mobile,434.81,0.39,VEN035,445.07,1,3,Quinta,Manhã,Processando,2.6,3,Cartão Crédito,2
TXN00007154,2024-09-28,CLI000304,Maria Santos,57,F,Manaus,RJ,14439,PRD050,PlayStation 5,Notebooks,Apple,940.16,3,2820.48,25,705.12,2115.36,Sul,App Mobile,474.86,0.3,VEN041,452.62,10,1,Sábado,Tarde,Processando,4.9,8,PIX,10
TXN00007155,2024-03-26,CLI001849,Felipe Nascimento,50,M,Salvador,GO,2789,PRD047,iPad Pro,Acessórios,JBL,5198,4,20792,4,831.68,19960.32,Nordeste,Telefone,2296.71,0.53,VEN015,340.8,9,4,Sexta,Noite,Processando,1.3,8,PIX,8
TXN00007156,2024-01-15,CLI001772,Juliana Barbosa,66,M,Curitiba,PE,17763,PRD026,iPad Pro,Gaming,Microsoft,4523.68,1,4523.68,11,497.6,4026.08,Centro-Oeste,Marketplace,1470.09,0.22,VEN021,55.2,6,2,Sábado,Tarde,Em Trânsito,4.4,13,PIX,8
TXN00007157,2024-10-08,CLI000188,Felipe Nascimento,70,M,Brasília,CE,4247,PRD098,Fone JBL,Smartphones,Microsoft,6146.7,3,18440.1,21,3872.42,14567.68,Norte,Marketplace,3252.67,0.24,VEN029,431.96,4,3,Terça,Manhã,Processando,2.8,13,Cartão Crédito,4
TXN00007158,2024-03-11,CLI000307,Fernanda Rocha,53,F,Porto Alegre,RS,13684,PRD011,Smartwatch Garmin,Periféricos,Apple,2162.38,4,8649.52,27,2335.37,6314.15,Nordeste,Telefone,1266.7,0.51,VEN007,477.55,10,2,Quarta,Noite,Em Trânsito,3.4,4,PIX,9
